证券代码,证券简称,辖区,证监会行业,申万行业,内部控制指数评级,内部控制指数评分,报告期
600326.SH,西藏天路,西藏辖区,非金属矿物制品业,水泥制造,,673.72,2006-12-31
600148.SH,长春一东,吉林辖区,汽车制造业,底盘与发动机系统,,673.66,2006-12-31
600189.SH,泉阳泉,吉林辖区,酒、饮料和精制茶制造业,软饮料,,673.65,2006-12-31
600831.SH,广电网络,陕西辖区,电信、广播电视和卫星传输服务,电视广播Ⅲ,,673.52,2006-12-31
000995.SZ,*ST皇台,甘肃辖区,酒、饮料和精制茶制造业,白酒Ⅲ,,673.45,2006-12-31
600287.SH,江苏舜天,江苏辖区,批发业,贸易Ⅲ,,673.36,2006-12-31
600801.SH,华新水泥,湖北辖区,非金属矿物制品业,水泥制造,,673.32,2006-12-31
600090.SH,退市济堂,新疆辖区,批发业,医药商业,,673.1,2006-12-31
000988.SZ,华工科技,湖北辖区,计算机、通信和其他电子设备制造业,激光设备,,673.06,2006-12-31
600986.SH,浙文互联,浙江辖区,互联网和相关服务,营销代理,,672.74,2006-12-31
002038.SZ,双鹭药业,北京辖区,"医药制造业 ",其他生物制品,,672.49,2006-12-31
600605.SH,汇通能源,上海辖区,批发业,商业物业经营,,672.49,2006-12-31
600390.SH,五矿资本,湖南辖区,其他金融业,金融控股,,672.46,2006-12-31
600889.SH,南京化纤,江苏辖区,化学纤维制造业,粘胶,,672.42,2006-12-31
600257.SH,大湖股份,湖南辖区,渔业,水产养殖,,672.37,2006-12-31
000552.SZ,甘肃能化,甘肃辖区,煤炭开采和洗选业,动力煤,,672.28,2006-12-31
600340.SH,华夏幸福,河北辖区,房地产业,产业地产,,672.06,2006-12-31
000815.SZ,美利云,宁夏辖区,"造纸和纸制品业 ",大宗用纸,,671.74,2006-12-31
600783.SH,鲁信创投,山东辖区,资本市场服务,磨具磨料,,671.71,2006-12-31
000913.SZ,钱江摩托,浙江辖区,铁路、船舶、航空航天和其他运输设备制造业,摩托车,,671.67,2006-12-31
000061.SZ,农 产 品,深圳辖区,商务服务业,商业物业经营,,671.67,2006-12-31
600380.SH,健康元,深圳辖区,"医药制造业 ",化学制剂,,671.54,2006-12-31
600367.SH,红星发展,贵州辖区,化学原料和化学制品制造业,无机盐,,671.38,2006-12-31
000893.SZ,亚钾国际,广东辖区,化学原料和化学制品制造业,钾肥,,671.28,2006-12-31
600495.SH,晋西车轴,山西辖区,铁路、船舶、航空航天和其他运输设备制造业,轨交设备Ⅲ,,671.18,2006-12-31
000978.SZ,桂林旅游,广西辖区,公共设施管理业,自然景区,,670.86,2006-12-31
600197.SH,伊力特,新疆辖区,酒、饮料和精制茶制造业,白酒Ⅲ,,670.83,2006-12-31
600185.SH,格力地产,广东辖区,房地产业,住宅开发,,670.65,2006-12-31
600113.SH,浙江东日,浙江辖区,商务服务业,商业物业经营,,670.64,2006-12-31
000543.SZ,皖能电力,安徽辖区,电力、热力生产和供应业,火力发电,,670.62,2006-12-31
000803.SZ,山高环能,四川辖区,生态保护和环境治理业,电能综合服务,,670.5,2006-12-31
600571.SH,信雅达,浙江辖区,软件和信息技术服务业,IT服务Ⅲ,,670.48,2006-12-31
600488.SH,津药药业,天津辖区,"医药制造业 ",原料药,,670.31,2006-12-31
600301.SH,华锡有色,广西辖区,化学原料和化学制品制造业,工程咨询服务Ⅲ,,670.3,2006-12-31
600117.SH,*ST西钢,青海辖区,"黑色金属冶炼和压延加工业 ",特钢Ⅲ,,669.99,2006-12-31
000567.SZ,海德股份,海南辖区,其他金融业,资产管理,,669.78,2006-12-31
600211.SH,西藏药业,西藏辖区,"医药制造业 ",其他生物制品,,669.78,2006-12-31
600640.SH,国脉文化,上海辖区,互联网和相关服务,营销代理,,669.51,2006-12-31
600825.SH,新华传媒,上海辖区,新闻和出版业,大众出版,,669.48,2006-12-31
600531.SH,豫光金铅,河南辖区,有色金属冶炼和压延加工业,铅锌,,669.43,2006-12-31
600131.SH,国网信通,四川辖区,软件和信息技术服务业,IT服务Ⅲ,,669.28,2006-12-31
000685.SZ,中山公用,广东辖区,"水的生产和供应业  ",水务及水治理,,669.27,2006-12-31
600322.SH,天房发展,天津辖区,房地产业,住宅开发,,669.16,2006-12-31
600452.SH,涪陵电力,重庆辖区,电力、热力生产和供应业,电能综合服务,,669.09,2006-12-31
600821.SH,金开新能,天津辖区,电力、热力生产和供应业,光伏发电,,669.07,2006-12-31
600095.SH,湘财股份,黑龙江辖区,资本市场服务,证券Ⅲ,,668.99,2006-12-31
600683.SH,京投发展,宁波辖区,房地产业,住宅开发,,668.98,2006-12-31
600263.SH,路桥建设(退),北京辖区,房地产业,住宅开发,,668.97,2006-12-31
600710.SH,苏美达,江苏辖区,批发业,贸易Ⅲ,,668.89,2006-12-31
600371.SH,万向德农,黑龙江辖区,农业,种子,,668.48,2006-12-31
600991.SH,广汽长丰(退),湖南辖区,房地产业,,,668.44,2006-12-31
600444.SH,国机通用,安徽辖区,通用设备制造业,其他专用设备,,668.34,2006-12-31
000889.SZ,ST中嘉,河北辖区,软件和信息技术服务业,通信工程及服务,,668.33,2006-12-31
600883.SH,博闻科技,云南辖区,非金属矿物制品业,食用菌,,668.32,2006-12-31
600679.SH,上海凤凰,上海辖区,铁路、船舶、航空航天和其他运输设备制造业,其他运输设备,,668.2,2006-12-31
600791.SH,京能置业,北京辖区,房地产业,住宅开发,,668.17,2006-12-31
000752.SZ,*ST西发,西藏辖区,酒、饮料和精制茶制造业,啤酒,,668.08,2006-12-31
600834.SH,申通地铁,上海辖区,道路运输业,公交,,668.04,2006-12-31
600896.SH,退市海医,海南辖区,卫生,医疗服务,,667.82,2006-12-31
600159.SH,大龙地产,北京辖区,房地产业,住宅开发,,667.76,2006-12-31
002018.SZ,华信退,安徽辖区,批发业,综合Ⅲ,,667.66,2006-12-31
600145.SH,退市新亿,新疆辖区,非金属矿物制品业,贸易Ⅲ,,667.58,2006-12-31
600778.SH,友好集团,新疆辖区,零售业,多业态零售,,667.31,2006-12-31
600283.SH,钱江水利,浙江辖区,"水的生产和供应业  ",水务及水治理,,667.3,2006-12-31
600357.SH,承德钒钛(退),河北辖区,房地产业,,,667.24,2006-12-31
000065.SZ,北方国际,北京辖区,土木工程建筑业,国际工程,,667.2,2006-12-31
600125.SH,铁龙物流,大连辖区,铁路运输业,铁路运输,,667.12,2006-12-31
600517.SH,国网英大,上海辖区,其他金融业,信托,,667.11,2006-12-31
000536.SZ,华映科技,福建辖区,计算机、通信和其他电子设备制造业,面板,,666.97,2006-12-31
000739.SZ,普洛药业,浙江辖区,"医药制造业 ",原料药,,666.91,2006-12-31
600818.SH,中路股份,上海辖区,铁路、船舶、航空航天和其他运输设备制造业,其他运输设备,,666.77,2006-12-31
000955.SZ,欣龙控股,海南辖区,纺织业,其他纺织,,666.67,2006-12-31
600469.SH,风神股份,河南辖区,橡胶和塑料制品业,轮胎轮毂,,666.67,2006-12-31
600243.SH,青海华鼎,青海辖区,通用设备制造业,其他通用设备,,666.64,2006-12-31
600373.SH,中文传媒,江西辖区,新闻和出版业,大众出版,,666.58,2006-12-31
600797.SH,浙大网新,浙江辖区,软件和信息技术服务业,IT服务Ⅲ,,666.52,2006-12-31
600293.SH,三峡新材,湖北辖区,非金属矿物制品业,玻璃制造,,666.37,2006-12-31
600701.SH,退市工新,黑龙江辖区,软件和信息技术服务业,软件开发,,665.96,2006-12-31
600171.SH,上海贝岭,上海辖区,计算机、通信和其他电子设备制造业,模拟芯片设计,,665.93,2006-12-31
000665.SZ,湖北广电,湖北辖区,广播、电视、电影和影视录音制作业,电视广播Ⅲ,,665.69,2006-12-31
000801.SZ,四川九洲,四川辖区,计算机、通信和其他电子设备制造业,其他黑色家电,,665.45,2006-12-31
600238.SH,海南椰岛,海南辖区,酒、饮料和精制茶制造业,其他酒类,,665.19,2006-12-31
000768.SZ,中航西飞,陕西辖区,铁路、船舶、航空航天和其他运输设备制造业,航空装备Ⅲ,,665,2006-12-31
600191.SH,华资实业,内蒙古辖区,农副食品加工业,其他农产品加工,,664.9,2006-12-31
600391.SH,航发科技,四川辖区,铁路、船舶、航空航天和其他运输设备制造业,航空装备Ⅲ,,664.71,2006-12-31
600866.SH,星湖科技,广东辖区,食品制造业,食品及饲料添加剂,,664.68,2006-12-31
600421.SH,华嵘控股,湖北辖区,通用设备制造业,金属制品,,664.6,2006-12-31
600647.SH,*ST同达,上海辖区,批发业,住宅开发,,664.52,2006-12-31
600073.SH,上海梅林,上海辖区,食品制造业,肉制品,,664.38,2006-12-31
000923.SZ,河钢资源,河北辖区,黑色金属矿采选业,铁矿石,,664.24,2006-12-31
002015.SZ,协鑫能科,江苏辖区,电力、热力生产和供应业,热力服务,,664.21,2006-12-31
000611.SZ,天首退,内蒙古辖区,纺织业,其他纺织,,664.18,2006-12-31
000753.SZ,漳州发展,福建辖区,零售业,综合Ⅲ,,664.07,2006-12-31
600746.SH,江苏索普,江苏辖区,化学原料和化学制品制造业,煤化工,,664.05,2006-12-31
600747.SH,退市大控,大连辖区,批发业,综合Ⅲ,,663.8,2006-12-31
600850.SH,电科数字,上海辖区,软件和信息技术服务业,IT服务Ⅲ,,663.67,2006-12-31
002023.SZ,海特高新,四川辖区,铁路、船舶、航空航天和其他运输设备制造业,航空装备Ⅲ,,663.35,2006-12-31
600435.SH,北方导航,北京辖区,计算机、通信和其他电子设备制造业,地面兵装Ⅲ,,663.21,2006-12-31
000909.SZ,ST数源,浙江辖区,房地产业,住宅开发,,663.05,2006-12-31
600247.SH,*ST成城,吉林辖区,批发业,贸易Ⅲ,,662.97,2006-12-31
600529.SH,山东药玻,山东辖区,非金属矿物制品业,医疗耗材,,662.57,2006-12-31
600172.SH,黄河旋风,河南辖区,非金属矿物制品业,磨具磨料,,662.56,2006-12-31
000023.SZ,ST深天,深圳辖区,非金属矿物制品业,水泥制品,,662.48,2006-12-31
600513.SH,联环药业,江苏辖区,"医药制造业 ",化学制剂,,662.32,2006-12-31
000831.SZ,中国稀土,江西辖区,有色金属冶炼和压延加工业,稀土,,662.32,2006-12-31
600731.SH,湖南海利,湖南辖区,化学原料和化学制品制造业,农药,,661.93,2006-12-31
000962.SZ,东方钽业,宁夏辖区,有色金属冶炼和压延加工业,其他小金属,,661.88,2006-12-31
000581.SZ,威孚高科,江苏辖区,汽车制造业,底盘与发动机系统,,661.58,2006-12-31
000636.SZ,风华高科,广东辖区,计算机、通信和其他电子设备制造业,被动元件,,661.45,2006-12-31
600425.SH,青松建化,新疆辖区,非金属矿物制品业,水泥制造,,661.07,2006-12-31
600182.SH,S佳通,黑龙江辖区,橡胶和塑料制品业,轮胎轮毂,,661.02,2006-12-31
000558.SZ,莱茵体育,浙江辖区,房地产业,住宅开发,,661.02,2006-12-31
000416.SZ,*ST民控,青岛辖区,其他金融业,金融控股,,660.62,2006-12-31
600749.SH,西藏旅游,西藏辖区,公共设施管理业,自然景区,,660.52,2006-12-31
600562.SH,国睿科技,江苏辖区,计算机、通信和其他电子设备制造业,军工电子Ⅲ,,660.37,2006-12-31
600039.SH,四川路桥,四川辖区,土木工程建筑业,基建市政工程,,660.16,2006-12-31
600353.SH,旭光电子,四川辖区,计算机、通信和其他电子设备制造业,其他电子Ⅲ,,660.08,2006-12-31
000544.SZ,中原环保,河南辖区,"水的生产和供应业  ",水务及水治理,,660.02,2006-12-31
002035.SZ,华帝股份,广东辖区,"电气机械和器材制造业 ",厨房电器,,659.97,2006-12-31
600190.SH,锦州港,辽宁辖区,水上运输业,港口,,659.97,2006-12-31
600366.SH,宁波韵升,宁波辖区,非金属矿物制品业,磁性材料,,659.83,2006-12-31
000595.SZ,宝塔实业,宁夏辖区,通用设备制造业,金属制品,,659.73,2006-12-31
000886.SZ,海南高速,海南辖区,房地产业,住宅开发,,659.72,2006-12-31
000562.SZ,宏源证券(退),新疆辖区,资本市场服务,普钢,,659.55,2006-12-31
600111.SH,北方稀土,内蒙古辖区,有色金属冶炼和压延加工业,稀土,,659.29,2006-12-31
000099.SZ,中信海直,深圳辖区,"航空运输业 ",航空运输,,659.22,2006-12-31
600586.SH,金晶科技,山东辖区,非金属矿物制品业,玻璃制造,,659.07,2006-12-31
600560.SH,金自天正,北京辖区,专用设备制造业,能源及重型设备,,658.72,2006-12-31
000813.SZ,德展健康,新疆辖区,"医药制造业 ",化学制剂,,658.55,2006-12-31
000523.SZ,广州浪奇,广东辖区,化学原料和化学制品制造业,洗护用品,,658.5,2006-12-31
000856.SZ,冀东装备,河北辖区,专用设备制造业,其他专用设备,,658.23,2006-12-31
600810.SH,神马股份,河南辖区,化学纤维制造业,锦纶,,657.58,2006-12-31
600206.SH,有研新材,北京辖区,有色金属冶炼和压延加工业,半导体材料,,657.37,2006-12-31
600724.SH,宁波富达,宁波辖区,非金属矿物制品业,水泥制造,,657.2,2006-12-31
600463.SH,空港股份,北京辖区,土木工程建筑业,产业地产,,657.12,2006-12-31
600285.SH,羚锐制药,河南辖区,"医药制造业 ",中药Ⅲ,,656.95,2006-12-31
600300.SH,维维股份,江苏辖区,酒、饮料和精制茶制造业,软饮料,,656.94,2006-12-31
600971.SH,恒源煤电,安徽辖区,煤炭开采和洗选业,动力煤,,656.79,2006-12-31
600509.SH,天富能源,新疆辖区,电力、热力生产和供应业,火力发电,,656.69,2006-12-31
600505.SH,西昌电力,四川辖区,电力、热力生产和供应业,电能综合服务,,656.55,2006-12-31
600696.SH,岩石股份,上海辖区,酒、饮料和精制茶制造业,白酒Ⅲ,,656.4,2006-12-31
600719.SH,大连热电,大连辖区,电力、热力生产和供应业,热力服务,,656.2,2006-12-31
000968.SZ,蓝焰控股,山西辖区,石油和天然气开采业,油气开采Ⅲ,,656.16,2006-12-31
000615.SZ,*ST美谷,湖北辖区,房地产业,医美服务,,655.94,2006-12-31
000837.SZ,秦川机床,陕西辖区,通用设备制造业,机床工具,,655.9,2006-12-31
000802.SZ,北京文化,北京辖区,广播、电视、电影和影视录音制作业,影视动漫制作,,655.88,2006-12-31
002020.SZ,京新药业,浙江辖区,"医药制造业 ",化学制剂,,655.63,2006-12-31
600545.SH,卓郎智能,新疆辖区,专用设备制造业,纺织服装设备,,655.54,2006-12-31
600980.SH,北矿科技,北京辖区,计算机、通信和其他电子设备制造业,磁性材料,,655.51,2006-12-31
600782.SH,新钢股份,江西辖区,"黑色金属冶炼和压延加工业 ",板材,,655.3,2006-12-31
600490.SH,鹏欣资源,上海辖区,有色金属冶炼和压延加工业,铜,,655.13,2006-12-31
002017.SZ,东信和平,广东辖区,计算机、通信和其他电子设备制造业,通信终端及配件,,655.08,2006-12-31
600547.SH,山东黄金,山东辖区,有色金属矿采选业,黄金,,655,2006-12-31
000607.SZ,华媒控股,浙江辖区,新闻和出版业,广告媒体,,654.98,2006-12-31
600237.SH,铜峰电子,安徽辖区,计算机、通信和其他电子设备制造业,被动元件,,654.94,2006-12-31
600561.SH,江西长运,江西辖区,道路运输业,公交,,654.8,2006-12-31
000989.SZ,九 芝 堂,湖南辖区,"医药制造业 ",中药Ⅲ,,654.68,2006-12-31
600397.SH,安源煤业,江西辖区,煤炭开采和洗选业,动力煤,,654.6,2006-12-31
000996.SZ,*ST中期,北京辖区,批发业,汽车经销商,,654.59,2006-12-31
000606.SZ,顺利退,青海辖区,互联网和相关服务,IT服务Ⅲ,,654.47,2006-12-31
600203.SH,福日电子,福建辖区,计算机、通信和其他电子设备制造业,消费电子零部件及组装,,654.27,2006-12-31
600869.SH,远东股份,青海辖区,"电气机械和器材制造业 ",线缆部件及其他,,654.26,2006-12-31
002013.SZ,中航机电,北京辖区,铁路、船舶、航空航天和其他运输设备制造业,航空装备Ⅲ,,654.04,2006-12-31
600748.SH,上实发展,上海辖区,房地产业,住宅开发,,653.8,2006-12-31
600459.SH,贵研铂业,云南辖区,有色金属冶炼和压延加工业,其他小金属,,653.65,2006-12-31
600395.SH,盘江股份,贵州辖区,煤炭开采和洗选业,焦煤,,653.55,2006-12-31
600962.SH,国投中鲁,北京辖区,酒、饮料和精制茶制造业,果蔬加工,,653.33,2006-12-31
600644.SH,乐山电力,四川辖区,电力、热力生产和供应业,电能综合服务,,653.19,2006-12-31
600396.SH,*ST金山,辽宁辖区,电力、热力生产和供应业,火力发电,,653.06,2006-12-31
000627.SZ,天茂集团,湖北辖区,保险业,保险Ⅲ,,652.58,2006-12-31
600405.SH,动力源,北京辖区,计算机、通信和其他电子设备制造业,其他电源设备Ⅲ,,651.73,2006-12-31
600030.SH,中信证券,深圳辖区,资本市场服务,证券Ⅲ,,651.12,2006-12-31
600149.SH,廊坊发展,河北辖区,电力、热力生产和供应业,热力服务,,650.9,2006-12-31
600279.SH,重庆港,重庆辖区,水上运输业,港口,,650.38,2006-12-31
600485.SH,*ST信威,北京辖区,计算机、通信和其他电子设备制造业,通信配套服务,,650.34,2006-12-31
000816.SZ,智慧农业,江苏辖区,通用设备制造业,底盘与发动机系统,,650.33,2006-12-31
000070.SZ,特发信息,深圳辖区,"电气机械和器材制造业 ",通信线缆及配套,,650.25,2006-12-31
600687.SH,退市刚泰,甘肃辖区,其他制造业,黄金,,649.95,2006-12-31
600654.SH,ST中安,湖北辖区,软件和信息技术服务业,垂直应用软件,,649.84,2006-12-31
600985.SH,淮北矿业,安徽辖区,煤炭开采和洗选业,焦煤,,649.45,2006-12-31
600506.SH,统一股份,新疆辖区,农业,炼油化工,,649.41,2006-12-31
600976.SH,健民集团,湖北辖区,零售业,中药Ⅲ,,648.64,2006-12-31
600851.SH,海欣股份,上海辖区,"医药制造业 ",化学制剂,,648.6,2006-12-31
000835.SZ,长动退,四川辖区,互联网和相关服务,移动互联网服务,,648.6,2006-12-31
600661.SH,昂立教育,上海辖区,教育,培训教育,,648.49,2006-12-31
000819.SZ,岳阳兴长,湖南辖区,"石油加工、炼焦和核燃料加工业 ",其他石化,,648.09,2006-12-31
002030.SZ,达安基因,广东辖区,"医药制造业 ",体外诊断,,647.59,2006-12-31
000687.SZ,华讯退,深圳辖区,计算机、通信和其他电子设备制造业,航空装备Ⅲ,,647.29,2006-12-31
000695.SZ,滨海能源,天津辖区,印刷和记录媒介复制业,印刷,,647.18,2006-12-31
600702.SH,舍得酒业,四川辖区,酒、饮料和精制茶制造业,白酒Ⅲ,,646.8,2006-12-31
000502.SZ,绿景退,广东辖区,房地产业,住宅开发,,646.17,2006-12-31
600546.SH,山煤国际,山西辖区,批发业,动力煤,,646.03,2006-12-31
600146.SH,退市环球,宁夏辖区,纺织服装、服饰业,女装,,645.68,2006-12-31
600653.SH,申华控股,辽宁辖区,零售业,汽车经销商,,645.5,2006-12-31
000697.SZ,*ST炼石,陕西辖区,铁路、船舶、航空航天和其他运输设备制造业,航空装备Ⅲ,,645.48,2006-12-31
600692.SH,亚通股份,上海辖区,房地产业,住宅开发,,645.44,2006-12-31
002026.SZ,山东威达,山东辖区,"金属制品业 ",金属制品,,645.38,2006-12-31
600218.SH,全柴动力,安徽辖区,通用设备制造业,底盘与发动机系统,,645.35,2006-12-31
600785.SH,新华百货,宁夏辖区,零售业,多业态零售,,645.3,2006-12-31
000826.SZ,启迪环境,湖北辖区,生态保护和环境治理业,综合环境治理,,645.2,2006-12-31
000564.SZ,ST大集,陕西辖区,零售业,百货,,645.13,2006-12-31
600038.SH,中直股份,黑龙江辖区,铁路、船舶、航空航天和其他运输设备制造业,航空装备Ⅲ,,645.06,2006-12-31
600063.SH,皖维高新,安徽辖区,化学纤维制造业,其他化学纤维,,645.06,2006-12-31
600803.SH,新奥股份,河北辖区,"燃气生产和供应业  ",燃气Ⅲ,,644.75,2006-12-31
600178.SH,东安动力,黑龙江辖区,汽车制造业,底盘与发动机系统,,644.67,2006-12-31
000566.SZ,海南海药,海南辖区,"医药制造业 ",化学制剂,,644.64,2006-12-31
600296.SH,S兰铝(退),甘肃辖区,房地产业,,,644.53,2006-12-31
600995.SH,南网储能,云南辖区,电力、热力生产和供应业,电能综合服务,,644.12,2006-12-31
600727.SH,鲁北化工,山东辖区,化学原料和化学制品制造业,钛白粉,,643.97,2006-12-31
000859.SZ,国风新材,安徽辖区,橡胶和塑料制品业,膜材料,,643.72,2006-12-31
000783.SZ,长江证券,湖北辖区,资本市场服务,证券Ⅲ,,643.34,2006-12-31
600673.SH,东阳光,广东辖区,综合,综合Ⅲ,,643.17,2006-12-31
000938.SZ,紫光股份,北京辖区,计算机、通信和其他电子设备制造业,IT服务Ⅲ,,643.16,2006-12-31
600732.SH,爱旭股份,上海辖区,"电气机械和器材制造业 ",光伏电池组件,,643.06,2006-12-31
000159.SZ,国际实业,新疆辖区,批发业,钢结构,,643.03,2006-12-31
000586.SZ,汇源通信,四川辖区,计算机、通信和其他电子设备制造业,通信线缆及配套,,643,2006-12-31
600483.SH,福能股份,福建辖区,电力、热力生产和供应业,电能综合服务,,642.96,2006-12-31
000809.SZ,铁岭新城,辽宁辖区,公共设施管理业,住宅开发,,642.76,2006-12-31
600151.SH,航天机电,上海辖区,计算机、通信和其他电子设备制造业,光伏电池组件,,642.53,2006-12-31
000632.SZ,三木集团,福建辖区,批发业,综合Ⅲ,,641.88,2006-12-31
600135.SH,乐凯胶片,河北辖区,化学原料和化学制品制造业,膜材料,,641.35,2006-12-31
600192.SH,长城电工,甘肃辖区,"电气机械和器材制造业 ",输变电设备,,640.7,2006-12-31
600833.SH,第一医药,上海辖区,零售业,线下药店,,639.78,2006-12-31
600478.SH,科力远,湖南辖区,"电气机械和器材制造业 ",锂电池,,639.65,2006-12-31
000796.SZ,*ST凯撒,海南辖区,商务服务业,旅游综合,,638.87,2006-12-31
600235.SH,民丰特纸,浙江辖区,"造纸和纸制品业 ",特种纸,,638.86,2006-12-31
000712.SZ,锦龙股份,广东辖区,资本市场服务,证券Ⅲ,,638.77,2006-12-31
600559.SH,老白干酒,河北辖区,酒、饮料和精制茶制造业,白酒Ⅲ,,638.66,2006-12-31
000584.SZ,ST工智,江苏辖区,专用设备制造业,机器人,,638.2,2006-12-31
000721.SZ,西安饮食,陕西辖区,餐饮业,餐饮,,638,2006-12-31
002048.SZ,宁波华翔,宁波辖区,汽车制造业,车身附件及饰件,,637.75,2006-12-31
600056.SH,中国医药,北京辖区,批发业,医药流通,,637.72,2006-12-31
000790.SZ,华神科技,四川辖区,"医药制造业 ",中药Ⅲ,,637.39,2006-12-31
600624.SH,复旦复华,上海辖区,"医药制造业 ",化学制剂,,637.26,2006-12-31
600765.SH,中航重机,贵州辖区,铁路、船舶、航空航天和其他运输设备制造业,航空装备Ⅲ,,637.05,2006-12-31
000952.SZ,广济药业,湖北辖区,"医药制造业 ",原料药,,636.21,2006-12-31
000153.SZ,丰原药业,安徽辖区,"医药制造业 ",化学制剂,,635.88,2006-12-31
000522.SZ,白云山A(退),广东辖区,"医药制造业 ",石油加工,,635.74,2006-12-31
000546.SZ,ST金圆,吉林辖区,生态保护和环境治理业,水泥制造,,635.18,2006-12-31
600458.SH,时代新材,湖南辖区,橡胶和塑料制品业,风电零部件,,634.93,2006-12-31
000045.SZ,深纺织Ａ,深圳辖区,计算机、通信和其他电子设备制造业,面板,,634.88,2006-12-31
600157.SH,永泰能源,山西辖区,电力、热力生产和供应业,焦煤,,634.43,2006-12-31
000702.SZ,正虹科技,湖南辖区,农副食品加工业,畜禽饲料,,633.99,2006-12-31
600620.SH,天宸股份,上海辖区,综合,综合Ⅲ,,633.88,2006-12-31
600532.SH,退市未来,上海辖区,批发业,动力煤,,633.74,2006-12-31
000503.SZ,国新健康,青岛辖区,互联网和相关服务,垂直应用软件,,633.52,2006-12-31
000703.SZ,恒逸石化,广西辖区,化学纤维制造业,炼油化工,,632.64,2006-12-31
600346.SH,恒力石化,大连辖区,化学纤维制造业,炼油化工,,632.55,2006-12-31
600358.SH,国旅联合,江西辖区,互联网和相关服务,营销代理,,632.55,2006-12-31
000598.SZ,兴蓉环境,四川辖区,"水的生产和供应业  ",水务及水治理,,631.13,2006-12-31
000890.SZ,法尔胜,江苏辖区,"金属制品业 ",环保设备Ⅲ,,631.11,2006-12-31
000977.SZ,浪潮信息,山东辖区,计算机、通信和其他电子设备制造业,其他计算机设备,,630.78,2006-12-31
600553.SH,太行水泥(退),河北辖区,房地产业,电力设备,,630.19,2006-12-31
000563.SZ,陕国投Ａ,陕西辖区,其他金融业,信托,,630.11,2006-12-31
600228.SH,返利科技,江西辖区,互联网和相关服务,门户网站,,629.99,2006-12-31
000610.SZ,西安旅游,陕西辖区,公共设施管理业,酒店,,629.03,2006-12-31
600540.SH,新赛股份,新疆辖区,农业,其他种植业,,628.69,2006-12-31
600336.SH,澳柯玛,青岛辖区,"电气机械和器材制造业 ",冰洗,,628.26,2006-12-31
600537.SH,亿晶光电,宁波辖区,"电气机械和器材制造业 ",光伏电池组件,,628.12,2006-12-31
000151.SZ,中成股份,北京辖区,批发业,贸易Ⅲ,,626.08,2006-12-31
600676.SH,交运股份,上海辖区,道路运输业,综合Ⅲ,,626,2006-12-31
000836.SZ,富通信息,天津辖区,"电气机械和器材制造业 ",通信线缆及配套,,625.73,2006-12-31
000762.SZ,西藏矿业,西藏辖区,黑色金属矿采选业,锂,,625.67,2006-12-31
000573.SZ,粤宏远Ａ,广东辖区,房地产业,住宅开发,,625.4,2006-12-31
000515.SZ,攀渝钛业(退),重庆辖区,房地产业,涤纶,,625.23,2006-12-31
000639.SZ,西王食品,山东辖区,农副食品加工业,粮油加工,,624.82,2006-12-31
000798.SZ,中水渔业,北京辖区,渔业,海洋捕捞,,624.39,2006-12-31
600127.SH,金健米业,湖南辖区,农副食品加工业,粮油加工,,624.23,2006-12-31
002016.SZ,世荣兆业,广东辖区,房地产业,住宅开发,,623.24,2006-12-31
600133.SH,东湖高新,湖北辖区,土木工程建筑业,基建市政工程,,622.94,2006-12-31
600422.SH,昆药集团,云南辖区,"医药制造业 ",中药Ⅲ,,622.93,2006-12-31
002012.SZ,凯恩股份,浙江辖区,"造纸和纸制品业 ",特种纸,,622.86,2006-12-31
600339.SH,中油工程,新疆辖区,开采辅助活动,油气及炼化工程,,622.42,2006-12-31
600115.SH,中国东航,上海辖区,"航空运输业 ",航空运输,,622.19,2006-12-31
000576.SZ,甘化科工,广东辖区,专用设备制造业,地面兵装Ⅲ,,622.18,2006-12-31
600317.SH,营口港,辽宁辖区,水上运输业,港口,,621.24,2006-12-31
600351.SH,亚宝药业,山西辖区,"医药制造业 ",中药Ⅲ,,621.05,2006-12-31
600771.SH,广誉远,山西辖区,"医药制造业 ",中药Ⅲ,,620.01,2006-12-31
000650.SZ,仁和药业,江西辖区,"医药制造业 ",中药Ⅲ,,619.24,2006-12-31
000760.SZ,斯太退,湖北辖区,汽车制造业,汽车零部件,,618.68,2006-12-31
002002.SZ,鸿达兴业,江苏辖区,化学原料和化学制品制造业,氯碱,,616.48,2006-12-31
000833.SZ,粤桂股份,广西辖区,综合,综合Ⅲ,,616.28,2006-12-31
600156.SH,华升股份,湖南辖区,纺织业,其他纺织,,615.93,2006-12-31
600393.SH,ST粤泰,广东辖区,房地产业,住宅开发,,615.92,2006-12-31
600666.SH,ST瑞德,黑龙江辖区,计算机、通信和其他电子设备制造业,面板,,615.76,2006-12-31
600979.SH,广安爱众,四川辖区,电力、热力生产和供应业,电能综合服务,,615.69,2006-12-31
600838.SH,上海九百,上海辖区,零售业,多业态零售,,615.66,2006-12-31
600555.SH,*ST海创,海南辖区,房地产业,旅游综合,,615.14,2006-12-31
600306.SH,*ST商城,辽宁辖区,零售业,百货,,614.8,2006-12-31
600252.SH,中恒集团,广西辖区,"医药制造业 ",中药Ⅲ,,613.77,2006-12-31
600355.SH,精伦电子,湖北辖区,计算机、通信和其他电子设备制造业,通信终端及配件,,613,2006-12-31
000950.SZ,重药控股,重庆辖区,批发业,医药流通,,610.95,2006-12-31
